what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.team.core,3.5.101.R36x_v20110203-1036,"org.eclipse.team.core",1333114791829
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1333114791829
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1333114791830
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1333114791830
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1333114791831
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1333114791832
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1333114791832
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1333114791832
started,bundle,org.eclipse.wst.sse.core,1.1.504.v201102160550,"org.eclipse.wst.sse.core",1333114791833
started,bundle,org.eclipse.wst.sse.ui,1.2.3.v201102102045,"org.eclipse.wst.sse.ui",1333114791833
started,bundle,org.eclipse.wst.validation,1.2.201.v201101270100,"org.eclipse.wst.validation",1333114791833
started,bundle,org.eclipse.wst.xml.core,1.1.503.v201102102045,"org.eclipse.wst.xml.core",1333114791834
started,bundle,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui",1333114791834
started,bundle,com.collabnet.subversion.merge,2.2.4,"com.collabnet.subversion.merge",1333114791835
started,bundle,org.tigris.subversion.subclipse.core,1.6.18,"org.tigris.subversion.subclipse.core",1333114791835
started,bundle,org.tigris.subversion.subclipse.ui,1.6.18,"org.tigris.subversion.subclipse.ui",1333114791836
started,bundle,com.android.ide.eclipse.adt,17.0.0.v201203161636-291853,"com.android.ide.eclipse.adt",1333114791836
started,bundle,com.android.ide.eclipse.ddms,17.0.0.v201203161636-291853,"com.android.ide.eclipse.ddms",1333114791836
started,bundle,com.android.ide.eclipse.hierarchyviewer,17.0.0.v201203161636-291853,"com.android.ide.eclipse.hierarchyviewer",1333114791836
started,bundle,com.android.ide.eclipse.traceview,17.0.0.v201203161636-291853,"com.android.ide.eclipse.traceview",1333114791837
os,sysinfo,,,"win32",1333114791839
arch,sysinfo,,,"x86_64",1333114791839
ws,sysinfo,,,"win32",1333114791839
locale,sysinfo,,,"ru_RU",1333114791839
processors,sysinfo,,,"4",1333114791839
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1333114791839
java.runtime.version,sysinfo,,,"1.7.0_03-b05",1333114791839
java.specification.name,sysinfo,,,"Java Platform API Specification",1333114791839
java.specification.vendor,sysinfo,,,"Oracle Corporation",1333114791839
java.specification.version,sysinfo,,,"1.7",1333114791839
java.vendor,sysinfo,,,"Oracle Corporation",1333114791839
java.version,sysinfo,,,"1.7.0_03",1333114791839
java.vm.info,sysinfo,,,"mixed mode",1333114791839
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1333114791839
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1333114791839
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1333114791839
java.vm.specification.version,sysinfo,,,"1.7",1333114791839
java.vm.vendor,sysinfo,,,"Oracle Corporation",1333114791839
java.vm.version,sysinfo,,,"22.1-b02",1333114791839
started,bundle,org.eclipse.jdt.apt.core,3.3.402.R36_v20110120-1000,"org.eclipse.jdt.apt.core",1333114791845
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1333114793462
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1333114793650
started,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1333114793726
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1333114793746
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1333114793798
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333114796948
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333114799353
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333114800221
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333114801479
started,bundle,org.eclipse.jdt.junit.core,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.core",1333114805106
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1333114805277
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333114808535
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333114854123
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1333114860487
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1333114864130
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333114864757
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333114945725
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1333114948759
started,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1333114953061
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1333114953155
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1333114954154
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1333114966624
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333114966666
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333114968015
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333114975738
opened,view,com.android.ide.eclipse.ddms,17.0.0.v201203161636-291853,"com.android.ide.eclipse.ddms.views.LogCatView",1333114986163
