what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1333056276261
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1333056276312
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1333056276312
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1333056276313
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1333056276343
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1333056276344
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1333056276344
started,bundle,org.eclipse.wst.sse.core,1.1.504.v201102160550,"org.eclipse.wst.sse.core",1333056276345
started,bundle,org.eclipse.wst.sse.ui,1.2.3.v201102102045,"org.eclipse.wst.sse.ui",1333056276345
started,bundle,org.eclipse.wst.validation,1.2.201.v201101270100,"org.eclipse.wst.validation",1333056276345
started,bundle,org.eclipse.wst.xml.core,1.1.503.v201102102045,"org.eclipse.wst.xml.core",1333056276346
started,bundle,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui",1333056276346
started,bundle,com.collabnet.subversion.merge,2.2.4,"com.collabnet.subversion.merge",1333056276385
started,bundle,org.tigris.subversion.subclipse.core,1.6.18,"org.tigris.subversion.subclipse.core",1333056276417
started,bundle,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.adt",1333056276417
started,bundle,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms",1333056276459
started,bundle,com.android.ide.eclipse.hierarchyviewer,16.0.1.v201112150204-238534,"com.android.ide.eclipse.hierarchyviewer",1333056276460
started,bundle,com.android.ide.eclipse.traceview,16.0.1.v201112150204-238534,"com.android.ide.eclipse.traceview",1333056276460
os,sysinfo,,,"win32",1333056276465
arch,sysinfo,,,"x86_64",1333056276465
ws,sysinfo,,,"win32",1333056276465
locale,sysinfo,,,"ru_RU",1333056276465
processors,sysinfo,,,"4",1333056276465
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1333056276465
java.runtime.version,sysinfo,,,"1.7.0_03-b05",1333056276465
java.specification.name,sysinfo,,,"Java Platform API Specification",1333056276465
java.specification.vendor,sysinfo,,,"Oracle Corporation",1333056276465
java.specification.version,sysinfo,,,"1.7",1333056276465
java.vendor,sysinfo,,,"Oracle Corporation",1333056276465
java.version,sysinfo,,,"1.7.0_03",1333056276465
java.vm.info,sysinfo,,,"mixed mode",1333056276465
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1333056276465
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1333056276465
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1333056276465
java.vm.specification.version,sysinfo,,,"1.7",1333056276465
java.vm.vendor,sysinfo,,,"Oracle Corporation",1333056276465
java.vm.version,sysinfo,,,"22.1-b02",1333056276465
