what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1333066219825
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1333066227906
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1333066231912
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1333066235018
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333066254919
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333066297020
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333066313126
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333066318505
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1333066337064
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333066340124
error,log,,,"The refactoring executed at 01.01.1970 2:59:59 contributed a refactoring descriptor with invalid format:",1333066346373
error,log,,,"Internal Error",1333066346384
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333066346513
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333066352377
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333066356758
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1333066356825
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1333066359339
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333066362295
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333066364218
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1333066378706
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1333066381108
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333066383704
