what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333144409288
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1333144427961
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1333144429417
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333144429933
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333144446066
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333144483085
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333144508047
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333144510307
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333156552745
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1333156556947
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333156563213
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333156572678
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1333156574354
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1333156669909
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333156743690
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333158018932
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1333158021600
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333158024467
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333158031053
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1333158032206
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333158036612
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333158962743
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333158968474
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333159037868
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1333159040359
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1333159082999
started,bundle,org.eclipse.wst.sse.ui,1.2.3.v201102102045,"org.eclipse.wst.sse.ui",1333159087413
started,bundle,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui",1333159087438
started,bundle,org.eclipse.wst.xml.core,1.1.503.v201102102045,"org.eclipse.wst.xml.core",1333159088415
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1333159088677
started,bundle,org.eclipse.wst.validation,1.2.201.v201101270100,"org.eclipse.wst.validation",1333159089598
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.102.v201008170019,"org.eclipse.wst.common.project.facet.core",1333159089624
started,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1333159089764
started,bundle,org.eclipse.emf.common,2.6.0.v20100914-1218,"org.eclipse.emf.common",1333159089848
opened,editor,com.android.ide.eclipse.adt,17.0.0.v201203161636-291853,"com.android.ide.eclipse.editors.CommonXmlEditor",1333159090055
activated,editor,com.android.ide.eclipse.adt,17.0.0.v201203161636-291853,"com.android.ide.eclipse.editors.CommonXmlEditor",1333159090125
started,bundle,org.eclipse.wst.common.frameworks,1.2.0.v201003040800,"org.eclipse.wst.common.frameworks",1333159091213
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1333159091534
opened,editor,com.android.ide.eclipse.adt,17.0.0.v201203161636-291853,"com.android.ide.eclipse.editors.CommonXmlEditor",1333159094764
activated,editor,com.android.ide.eclipse.adt,17.0.0.v201203161636-291853,"com.android.ide.eclipse.editors.CommonXmlEditor",1333159094801
activated,editor,com.android.ide.eclipse.adt,17.0.0.v201203161636-291853,"com.android.ide.eclipse.editors.CommonXmlEditor",1333159100106
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1333159119273
