what,kind,bundleId,bundleVersion,description,time
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1332542471703
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332542493240
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332543138260
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332543139310
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332543166287
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332543175512
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332545515534
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332545518420
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332545856624
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332545864516
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332547939113
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332547940457
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332551494586
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332551495653
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332551620443
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332551700675
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332553864351
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332553939036
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332554007134
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1332554007140
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332554018710
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332555095545
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1332555098191
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1332555111504
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1332555125826
started,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1332555126031
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1332555126075
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332555141883
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332556125790
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1332556129586
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332556141143
no handler,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1332556145777
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332556153897
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1332556156140
started,bundle,org.tigris.subversion.clientadapter.javahl,1.6.17,"org.tigris.subversion.clientadapter.javahl",1332556156215
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332556156795
no handler,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1332556156814
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332556163935
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1332556166845
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332556180218
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332556188906
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1332556190657
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332556191820
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332556193230
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1332556200982
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332556203293
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332556210525
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1332556214139
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332556215209
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332556215458
