what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1333119383324
started,bundle,org.eclipse.core.resources,3.6.1.R36x_v20110131-1630,"org.eclipse.core.resources",1333119383324
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201102081640,"org.eclipse.epp.usagedata.gathering",1333119383325
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201102081640,"org.eclipse.epp.usagedata.recording",1333119383326
started,bundle,org.eclipse.equinox.p2.core,2.0.3.R36x_v20110111,"org.eclipse.equinox.p2.core",1333119383330
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.203.R36x_v20101220,"org.eclipse.equinox.p2.directorywatcher",1333119383332
started,bundle,org.eclipse.equinox.p2.engine,2.0.1.R36x_v20110201,"org.eclipse.equinox.p2.engine",1333119383338
started,bundle,org.eclipse.equinox.p2.metadata,2.0.1.R36x_v20101202,"org.eclipse.equinox.p2.metadata",1333119383345
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.2.R36x_v20110114,"org.eclipse.equinox.p2.reconciler.dropins",1333119383369
started,bundle,org.eclipse.equinox.p2.repository,2.0.2.R36x_v20110111-1500,"org.eclipse.equinox.p2.repository",1333119383399
started,bundle,org.eclipse.jdt.apt.core,3.3.402.R36_v20110120-1000,"org.eclipse.jdt.apt.core",1333119383466
started,bundle,org.eclipse.jdt.core,3.6.2.v_A76_R36x,"org.eclipse.jdt.core",1333119383473
started,bundle,org.eclipse.jdt.launching,3.5.200.v20110105_r362,"org.eclipse.jdt.launching",1333119383479
started,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1333119383479
started,bundle,org.eclipse.jface,3.6.2.M20110210-1200,"org.eclipse.jface",1333119383479
started,bundle,org.eclipse.ltk.core.refactoring,3.5.101.r362_v20101117-0800,"org.eclipse.ltk.core.refactoring",1333119383480
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1333119383489
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1333119383496
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.1.v20110131-0100-e3x,"org.eclipse.mylyn.monitor.ui",1333119383498
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1333119383548
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1333119383566
started,bundle,org.eclipse.team.core,3.5.101.R36x_v20110203-1036,"org.eclipse.team.core",1333119383576
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1333119383576
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1333119383583
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1333119383759
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1333119383777
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1333119383782
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1333119383984
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1333119384023
started,bundle,com.collabnet.subversion.merge,2.2.4,"com.collabnet.subversion.merge",1333119384024
started,bundle,org.tigris.subversion.subclipse.core,1.6.18,"org.tigris.subversion.subclipse.core",1333119384024
started,bundle,org.tigris.subversion.subclipse.ui,1.6.18,"org.tigris.subversion.subclipse.ui",1333119384039
started,bundle,com.android.ide.eclipse.adt,17.0.0.v201203161636-291853,"com.android.ide.eclipse.adt",1333119384039
started,bundle,com.android.ide.eclipse.ddms,17.0.0.v201203161636-291853,"com.android.ide.eclipse.ddms",1333119384040
started,bundle,com.android.ide.eclipse.hierarchyviewer,17.0.0.v201203161636-291853,"com.android.ide.eclipse.hierarchyviewer",1333119384050
started,bundle,com.android.ide.eclipse.traceview,17.0.0.v201203161636-291853,"com.android.ide.eclipse.traceview",1333119384050
os,sysinfo,,,"win32",1333119384052
arch,sysinfo,,,"x86_64",1333119384052
ws,sysinfo,,,"win32",1333119384052
locale,sysinfo,,,"ru_RU",1333119384052
processors,sysinfo,,,"4",1333119384052
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1333119384052
java.runtime.version,sysinfo,,,"1.7.0_03-b05",1333119384052
java.specification.name,sysinfo,,,"Java Platform API Specification",1333119384052
java.specification.vendor,sysinfo,,,"Oracle Corporation",1333119384052
java.specification.version,sysinfo,,,"1.7",1333119384052
java.vendor,sysinfo,,,"Oracle Corporation",1333119384052
java.version,sysinfo,,,"1.7.0_03",1333119384052
java.vm.info,sysinfo,,,"mixed mode",1333119384052
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1333119384052
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1333119384052
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1333119384052
java.vm.specification.version,sysinfo,,,"1.7",1333119384052
java.vm.vendor,sysinfo,,,"Oracle Corporation",1333119384052
java.vm.version,sysinfo,,,"22.1-b02",1333119384052
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1333119422384
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1333119422446
started,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1333119422505
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1333119422683
started,bundle,org.eclipse.jdt.junit.core,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.core",1333119428636
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1333119428828
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1333119429618
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333119429628
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333119441993
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333119442149
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333119449684
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1333119449717
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1333119450945
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333119450987
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333119453355
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333119453451
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333119500061
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333119501309
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333119502273
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333119502277
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333119502344
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333119502883
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333119517481
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1333119517536
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333119519583
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333119548932
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333119563077
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333119567410
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1333119567432
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1333119568006
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1333119569220
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1333119573195
started,bundle,org.eclipse.wst.sse.core,1.1.504.v201102160550,"org.eclipse.wst.sse.core",1333119573782
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333119576527
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333119582546
activated,view,com.android.ide.eclipse.ddms,17.0.0.v201203161636-291853,"com.android.ide.eclipse.ddms.views.LogCatView",1333119582715
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1333119590237
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333119593464
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333119601313
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1333119633208
